DR145,Kathryn,Merritt,Pediatrics,9,DR145martin36@example.org,001-606-955-0812x9426145,0.2454732752120531,
DR146,Austin,Ross,Neurology,34,DR146ebarker@example.net,342.543.6914x8213146,3.626908397182003,
DR147,Erica,Bailey,Neurology,11,DR147jennifermitchell@example.org,946-647-7950x140147,0.2101136891804367,
DR148,Susan,Henry,Orthopedics,15,DR148rrogers@example.org,619-837-4587x81162148,4.957173188942096,
DR149,Tracey,Lang,Neurology,17,DR149mitchellrebecca@example.com,(603)429-6844x79343149,0.6530173873682216,
DR150,Kimberly,Nguyen,Orthopedics,37,DR150vshaw@example.com,441.240.4525x88719150,4.532131734541403,
DR151,David,Price,Pediatrics,22,DR151patricia19@example.com,(975)577-0850151,3.164463535443004,
DR152,Theresa,Lynch,Neurology,5,DR152mcdonaldjessica@example.org,001-986-425-4055x52942152,3.653353678734197,
DR153,Tyler,Castillo,Orthopedics,21,DR153colleenwiggins@example.org,001-666-452-7324153,4.312268717344096,
DR154,Tyler,Jackson,Neurology,14,DR154elizabethwalker@example.net,284-210-7223x584154,2.265062830357349,
DR155,Denise,Chen,Neurology,25,DR155brandonhenry@example.org,(562)953-0873x107155,4.941079422073171,
DR156,Matthew,Oliver,Radiology,37,DR156bergerrichard@example.net,839.939.6778x42983156,3.934331598763289,
DR157,Colleen,Austin,Pediatrics,29,DR157colinperkins@example.net,+1-952-603-1490x454157,4.578642266966152,
DR158,Sandra,Strickland,Cardiology,3,DR158duane59@example.net,731-901-9888158,3.820634209243928,
DR159,William,Fuller,Cardiology,27,DR159alison87@example.com,001-888-471-1228x58359159,0.2250728689167086,
DR160,Keith,Anderson,Orthopedics,26,DR160gloria05@example.org,(294)501-8149x34614160,3.053861174096142,
DR161,Tanya,Dalton,Cardiology,37,DR161jonesmichelle@example.org,+1-476-331-9048x12494161,2.191086998256397,
DR162,Matthew,Kennedy,Orthopedics,1,DR162fryetyler@example.net,+1-857-371-2199x22455162,2.772266753685874,
DR163,Christopher,Garcia,Cardiology,26,DR163irwinkristy@example.net,413-297-2368163,1.452267408983356,
DR164,Elizabeth,Ali,Neurology,15,DR164jennifer60@example.net,+1-927-660-6171x446164,0.2626935475024988,
DR165,Phillip,Wallace,Orthopedics,37,DR165hoffmansarah@example.com,639-525-6176165,4.093306102902659,
DR166,Corey,Allison,Orthopedics,40,DR166ncollier@example.org,631.747.9232x85151166,2.161452975334815,
DR167,Kevin,Rush,Cardiology,9,DR167weaverjoe@example.net,001-639-264-2786x7125167,1.917942845185836,
DR168,Donald,Griffin,Orthopedics,28,DR168kcook@example.net,(955)564-8217168,3.494643886799255,
DR169,Chelsea,Oconnell,Orthopedics,3,DR169bgamble@example.org,477-640-2014x7330169,4.263171946559029,
DR170,Anne,Johnson,Cardiology,7,DR170walkerdavid@example.org,(835)347-1502170,0.937264031473829,
DR171,Sue,Carey,Orthopedics,10,DR171lmorris@example.org,5108896296171,4.569201755106297,
DR172,Jackson,Cook,Neurology,18,DR172maryhart@example.net,321-264-9574172,3.134704197412296,
DR173,Danny,Coleman,Neurology,40,DR173oknight@example.org,444.767.3233173,1.054085347012821,
DR174,Michael,Jenkins,Radiology,34,DR174mark39@example.org,001-586-420-6245x4378174,2.155190491639157,
DR175,Janice,Jensen,Neurology,7,DR175jlopez@example.com,(269)434-2574175,4.097972690724864,
DR176,Jennifer,Kane,Cardiology,38,DR176cpeterson@example.org,686.365.1047176,2.305461617754527,
DR177,Katherine,Cox,Pediatrics,40,DR177cweaver@example.org,2664140681177,2.753541577920207,
DR178,Jason,Velasquez,Neurology,10,DR178diane41@example.org,765.476.3142178,2.750255717363563,
DR179,Caitlin,Scott,Orthopedics,9,DR179nmorrison@example.net,+1-687-221-0005x857179,4.405163884054843,
DR180,Stephen,Berry,Cardiology,19,DR180sarah13@example.org,407.929.1417x142180,4.407956966464099,
DR181,Debra,Norris,Radiology,13,DR181hjames@example.org,(748)677-8464181,0.2119455348090293,
DR182,Matthew,Scott,Cardiology,39,DR182walkerlinda@example.net,001-771-588-4432182,4.092577688427804,
DR183,Sergio,Clark,Radiology,26,DR183davisautumn@example.net,+1-317-353-4498183,0.7767193622149815,
DR184,Lori,Reynolds,Cardiology,11,DR184allison51@example.org,+1-462-650-0655x2411184,2.082039967931722,
DR185,Donna,Fernandez,Radiology,26,DR185ronnie49@example.net,001-229-575-9642x453185,4.865954058785823,
DR186,Brian,Anderson,Orthopedics,11,DR186jonhenderson@example.com,3747550568186,4.797848860126923,
DR187,James,Atkins,Radiology,5,DR187jacob79@example.com,001-257-242-9187x97157187,3.665305218847585,
DR188,Javier,Williams,Cardiology,10,DR188kevin20@example.com,001-886-478-3566x7780188,2.001785029419755,
DR189,Jennifer,Hernandez,Radiology,29,DR189kathleen47@example.net,(472)278-3550x6286189,1.897746060970745,
DR190,Thomas,Davis,Radiology,1,DR190michellebowman@example.com,358.585.1166x69813190,4.056414901674088,
DR191,Christopher,Klein,Pediatrics,30,DR191susanibarra@example.net,(764)418-4721x37203191,4.115336693714245,
DR192,Sheila,Mendoza,Pediatrics,38,DR192richardsjordan@example.com,667.614.1629192,1.036158753415272,
DR193,Brenda,Fuller,Orthopedics,16,DR193ericlin@example.net,(597)895-9598193,4.040041457587092,
DR194,Jennifer,Barber,Orthopedics,37,DR194lisa37@example.net,+1-888-464-5386x5013194,4.477140321229959,
DR195,Kayla,Garcia,Pediatrics,38,DR195nicholsonjoe@example.net,752-954-7492x1816195,0.5091972187479799,
DR196,Jennifer,Williams,Neurology,9,DR196kwilson@example.org,(203)294-5529x2672196,2.450402170414777,
DR197,Regina,Schultz,Orthopedics,1,DR197fergusonconnie@example.net,(493)804-7494x7281197,1.135841078799071,
DR198,Johnny,Page,Radiology,39,DR198jimmybean@example.net,(983)919-1534x140198,3.228993443667482,
DR199,Mrs.,Hanson,Pediatrics,36,DR199garyjohnson@example.com,604-965-9870x462199,3.804565397451493,
DR200,Susan,Green,Orthopedics,26,DR200erikamendoza@example.org,513.338.0207x553200,3.676493768091273,
DR201,Andrew,Arias,Neurology,4,DR201rsanchez@example.org,825-754-3837x4201201,4.040287952190484,
DR202,Steven,Johnson,Radiology,37,DR202lanceflores@example.org,623-332-8009202,4.385536903666342,
DR203,Thomas,Garcia,Pediatrics,11,DR203leealyssa@example.net,901.928.5434203,1.041585931708515,
DR204,Christine,Carpenter,Cardiology,17,DR204morganrobinson@example.org,(323)246-3232204,3.647143989275623,
DR205,Lindsey,Dickson,Cardiology,29,DR205vickie69@example.org,(374)248-1920x8818205,1.611204830840172,
DR206,Timothy,Odom,Cardiology,12,DR206christopher04@example.org,(692)832-2694x8914206,1.144448267160243,
DR207,Frank,Dickerson,Radiology,12,DR207bradleybruce@example.net,2434513200207,2.312704557034955,
DR208,Allen,Hill,Orthopedics,16,DR208elittle@example.com,3114175523208,2.173618333783372,
DR209,James,Holmes,Orthopedics,30,DR209henry35@example.com,+1-248-771-6026x49482209,3.120375649146897,
DR210,Amber,Wells,Pediatrics,22,DR210kaitlynwebster@example.net,+1-428-213-5408x693210,0.8389908965448845,
DR211,Nicholas,Vargas,Radiology,2,DR211stephanie93@example.org,533.949.1124x19944211,3.457293121663676,
DR212,Steven,Higgins,Radiology,8,DR212jefferywalker@example.net,(670)941-3065212,3.250984688924734,
DR213,Jeremy,Morris,Pediatrics,2,DR213dana89@example.net,(493)968-4370213,0.7698283810801115,
DR214,Amber,Hart,Neurology,14,DR214michelle59@example.net,+1-536-624-5133x7050214,4.620627740115688,
DR215,Dean,Walker,Radiology,7,DR215jameslloyd@example.com,883-216-7430215,3.954804106441404,
DR216,Paul,Patton,Pediatrics,7,DR216gonzalesphillip@example.net,238-771-4087216,4.234453110079774,
DR217,Pamela,Carter,Radiology,23,DR217peter94@example.org,+1-591-601-2331217,2.668360395204888,
DR218,Renee,Williams,Radiology,24,DR218seanmitchell@example.com,+1-917-766-6421x053218,0.1439052986098571,
DR219,Randall,Moran,Pediatrics,13,DR219dmaldonado@example.com,551.968.0629x3491219,1.573898555209054,
DR220,Brett,Wilson,Cardiology,35,DR220walkermaria@example.org,278-657-2815x9742220,1.870101377922253,
DR221,Angela,Fuentes,Orthopedics,24,DR221housejesus@example.com,(635)520-0754x10761221,0.2200036289555596,
DR222,John,Robinson,Radiology,35,DR222zbrown@example.net,001-751-940-2213222,4.271312263438683,
DR223,Catherine,Smith,Radiology,27,DR223scottcoleman@example.com,764.478.3742x4290223,1.19894105325391,
DR224,Jessica,Lambert,Cardiology,18,DR224shawn46@example.com,001-855-624-3085224,1.763297192683736,
DR225,David,Cruz,Radiology,6,DR225ewise@example.com,+1-479-671-7117x38060225,0.6106486706362257,
DR226,Jon,Lewis,Neurology,36,DR226hlynch@example.org,941-755-7312x531226,4.957088802155046,
DR227,Jose,Wilson,Radiology,21,DR227howerandall@example.com,908-654-0285x595227,2.718153047516504,
DR228,Adam,Martin,Cardiology,19,DR228gregorygarcia@example.net,+1-482-652-0728x424228,2.281737201217769,
DR229,Michele,Johnson,Radiology,17,DR229april27@example.net,488.215.0185x37578229,4.186662622761474,
DR230,Sandra,Pearson,Neurology,24,DR230anthony01@example.com,659-415-2747x3009230,2.794243285129167,
DR231,Robert,Larsen,Pediatrics,22,DR231krista71@example.net,763.808.5843231,2.246347728019313,
DR232,Jessica,Butler,Neurology,13,DR232robertromero@example.org,228-214-2244232,1.215764032647759,
DR233,Peggy,Cole,Neurology,19,DR233edwardbrooks@example.com,746.461.4448233,2.845134088320209,
DR234,Stephen,Wright,Cardiology,4,DR234wwilliams@example.com,697-854-0181234,2.681341082039333,
DR235,Thomas,Morrow,Neurology,13,DR235rebeccaenglish@example.net,+1-902-613-0804x0064235,3.908753177095761,
DR236,Angela,Kelley,Pediatrics,4,DR236jackrobles@example.org,905-342-0161236,3.598806243603887,
DR237,William,Reed,Neurology,20,DR237benjaminthomas@example.com,471.565.4575237,4.807143932108955,
DR238,Tracy,Smith,Cardiology,9,DR238brandoncooper@example.com,(464)464-2811x5218238,3.631649147069191,
DR239,Billy,Brennan,Neurology,17,DR239willieevans@example.org,+1-325-741-4227239,1.406185249129781,
DR240,Aaron,Brewer,Pediatrics,4,DR240jmitchell@example.org,(633)337-7314240,4.191980556896956,
DR241,Holly,Thompson,Cardiology,2,DR241rebeccacollins@example.net,214-930-8887x6035241,0.6259516857868652,
DR242,Tiffany,Galloway,Orthopedics,21,DR242ejohnson@example.net,(956)508-8558x20087242,2.385862113777427,
DR243,James,Taylor,Cardiology,37,DR243johnowens@example.com,(560)671-4664x51426243,3.429963098801457,
DR244,Randy,Flores,Cardiology,18,DR244riosgina@example.com,388-747-9343x2738244,0.1429091569776442,
DR245,Deborah,Wells,Orthopedics,13,DR245matthewpope@example.org,+1-345-821-1153x28055245,1.521164470230188,
DR246,Jennifer,Yates,Pediatrics,35,DR246gmorrison@example.net,+1-500-655-3946x87573246,3.413685241749199,
DR247,Lori,Willis,Orthopedics,14,DR247bakerstacey@example.org,(418)623-7022x154247,3.03998588500375,
DR248,Elizabeth,Cohen,Radiology,23,DR248darryl38@example.net,605-449-6354x8327248,4.064161512066894,
DR249,Erika,Phelps,Orthopedics,11,DR249claire99@example.net,+1-528-208-7631x63820249,1.307473566477028,
DR250,Joy,Davis,Pediatrics,33,DR250hgordon@example.com,545.354.9362x3484250,0.1301650087112782,
DR251,Vanessa,Hall,Cardiology,36,DR251benjamin49@example.org,316-234-5563x53155251,1.804398283144314,
DR252,Nicole,Nelson,Cardiology,1,DR252ehudson@example.org,(923)634-2872x982252,3.422886664451696,
DR253,John,Leon,Radiology,29,DR253justin32@example.org,001-437-756-3172x8987253,2.642248236435503,
DR254,John,Townsend,Pediatrics,8,DR254vmartin@example.net,944-353-0445254,1.617978327843388,
DR255,Cheryl,Ortiz,Radiology,10,DR255jescobar@example.org,206.471.9843x39507255,0.4797364349517408,
DR256,Garrett,Sanders,Orthopedics,2,DR256qdiaz@example.net,389-513-1425x815256,0.2111971099136251,
DR257,Caleb,Mccormick,Radiology,25,DR257csanders@example.org,001-923-702-6090x1483257,0.7967539800988188,
DR258,Meghan,Raymond,Pediatrics,6,DR258william35@example.net,(577)735-6446x973258,0.06790247386357695,
DR259,Alexander,Powell,Cardiology,11,DR259fisherdavid@example.org,845.566.0627x5105259,1.744592422837705,
DR260,Sean,Stanley,Orthopedics,25,DR260kimberly75@example.org,4628247944260,2.398182103641498,
